NIM,Nama,Tahun,Arsitektur dan Organisasi Komputer,Aljabar Linier dan Matriks,Pancasila,Etika Profesi,Pemrograman Dasar,Bahasa Indonesia,Basis Data,Jaringan Komputer,Agama Islam,Matematika Diskrit,Kecerdasan Buatan,Sains Komputasi,Struktur Data,Statistika,Pemrograman Berbasis Platform,Sistem Operasi,Kewarganegaraan,Pemrograman Berorientasi Obyek,Interaksi Manusia dan Komputer,Matematika,Total_SKS,IPK,Minat_Jurusan
240111,Rosa Lubis,2024,2.3,1.0,2.0,3.3,3.7,3.7,3.0,1.0,1.0,3.7,1.0,3.7,3.0,2.7,2.7,2.3,4.0,3.0,3.3,2.3,60,2.63,RPL
240112,Tania Tanjung,2024,3.0,2.7,2.3,3.0,3.3,3.7,2.0,3.7,2.7,3.7,2.0,3.3,2.7,2.3,2.7,4.0,2.0,4.0,4.0,3.3,60,3.02,Cyber Security
240113,Joko Pasaribu,2024,2.7,2.3,3.3,2.0,3.0,2.0,3.7,3.0,3.7,3.0,3.3,3.0,3.7,1.0,3.3,2.3,3.7,3.3,2.3,1.0,60,2.78,RPL
240114,Maya Wijaya,2024,2.0,3.3,2.7,3.3,3.0,3.7,3.3,2.7,4.0,3.7,3.7,4.0,3.0,3.3,3.3,1.0,3.3,3.3,4.0,2.3,60,3.14,RPL
240115,Rosa Barus,2024,3.3,4.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,3.7,1.0,3.3,2.0,2.0,3.0,2.7,3.0,2.3,2.3,60,2.63,RPL
240116,Dedi Chaniago,2024,3.3,3.7,4.0,2.3,1.0,3.7,3.7,2.3,3.7,3.0,3.3,3.0,4.0,3.7,3.0,4.0,1.0,4.0,1.0,4.0,60,3.08,AI Engineering
240117,Iwan Pohan,2024,4.0,3.3,3.0,3.0,4.0,2.3,2.3,4.0,2.7,2.7,1.0,3.3,2.3,4.0,3.3,3.7,4.0,3.0,3.7,1.0,60,3.03,Cyber Security
240118,Nina Hardi,2024,2.3,2.3,3.0,3.7,3.3,3.3,3.3,3.0,2.0,4.0,1.0,3.3,1.0,3.3,2.7,3.0,4.0,3.0,2.7,2.0,60,2.81,Cyber Security
240119,Nina Nasution,2024,2.0,4.0,3.7,3.7,2.7,3.7,1.0,3.3,2.0,3.3,3.7,2.3,3.3,1.0,4.0,3.3,2.7,4.0,3.3,2.7,60,2.98,Cyber Security
240120,Joko Pasaribu,2024,2.0,3.7,2.0,2.3,4.0,2.0,3.0,4.0,2.0,2.7,4.0,3.3,3.3,2.3,3.7,2.7,2.3,3.7,3.7,2.0,60,2.94,RPL
240121,Maya Sitepu,2024,2.3,2.3,1.0,3.3,4.0,1.0,1.0,3.7,1.0,2.3,4.0,2.0,1.0,2.3,3.3,3.3,1.0,3.0,2.0,2.0,60,2.29,Cyber Security
240122,Dadan Ramadhan,2024,4.0,2.7,3.0,3.3,3.0,2.0,2.3,3.0,3.7,3.7,2.3,2.7,3.7,2.3,4.0,4.0,3.7,2.0,2.3,4.0,60,3.08,Cyber Security
240123,Agus Barus,2024,4.0,4.0,3.7,3.3,3.3,2.7,3.0,3.7,2.7,4.0,4.0,3.0,2.7,3.0,2.3,3.0,2.0,2.3,3.7,3.3,60,3.18,AI Engineering
240124,Joko Siregar,2024,2.0,4.0,1.0,3.0,3.7,3.7,3.3,2.0,3.0,3.7,2.3,3.3,3.7,2.0,2.3,2.0,2.3,4.0,2.7,4.0,60,2.9,RPL
240125,Citra Kurniawan,2024,2.0,3.3,3.7,4.0,3.0,2.3,3.3,3.7,3.0,3.3,2.7,2.7,3.7,2.7,2.0,3.3,3.3,3.7,2.0,4.0,60,3.09,RPL
240126,Dedi Pohan,2024,2.7,3.3,2.3,2.7,3.7,2.3,3.3,2.3,3.7,1.0,3.0,4.0,3.7,3.3,4.0,2.3,2.3,3.0,1.0,3.0,60,2.84,RPL
240127,Siti Pratama,2024,3.0,4.0,2.7,3.7,2.3,2.7,2.7,3.0,2.0,2.7,2.3,4.0,3.7,3.3,3.3,3.0,2.0,3.3,3.0,2.7,60,2.97,Cyber Security
240128,Hendra Sari,2024,2.0,3.3,2.3,4.0,3.0,3.3,3.0,2.7,2.3,3.7,3.0,3.3,1.0,4.0,3.3,2.0,1.0,2.0,3.7,3.3,60,2.81,AI Engineering
240129,Andi Kurniawan,2024,3.7,4.0,4.0,4.0,2.3,3.7,3.0,3.3,1.0,4.0,3.3,3.0,2.7,4.0,2.7,2.7,4.0,2.3,2.7,3.7,60,3.21,AI Engineering
240130,Maya Pohan,2024,1.0,4.0,3.7,2.7,3.7,2.3,3.0,3.3,4.0,2.3,3.0,3.3,3.3,3.0,3.3,2.0,1.0,2.3,3.0,3.3,60,2.87,AI Engineering
240131,Dadan Fitriani,2024,2.0,4.0,2.7,4.0,3.0,2.7,4.0,2.0,3.0,2.0,4.0,3.3,3.0,3.7,1.0,3.3,4.0,3.7,4.0,3.7,60,3.16,RPL
240132,Siti Tanjung,2024,4.0,2.3,1.0,2.7,2.7,2.7,2.7,2.0,4.0,3.0,3.3,3.0,2.3,3.3,3.7,3.0,3.3,2.3,4.0,3.3,60,2.93,AI Engineering
240133,Citra Simanjuntak,2024,1.0,2.3,2.0,3.3,4.0,3.7,3.7,4.0,1.0,2.0,1.0,3.7,3.3,3.7,2.3,4.0,1.0,4.0,2.7,2.7,60,2.77,RPL
240134,Rizky Siahaan,2024,3.7,2.3,1.0,2.7,2.3,3.7,1.0,3.3,1.0,2.7,3.0,3.7,2.0,4.0,3.0,3.0,2.7,3.0,4.0,4.0,60,2.81,AI Engineering
240135,Iwan Harahap,2024,2.3,4.0,2.0,3.0,3.0,2.7,3.0,2.0,2.7,2.3,4.0,1.0,3.7,3.0,2.3,3.0,4.0,4.0,3.0,1.0,60,2.8,RPL
240136,Rizky Siregar,2024,1.0,4.0,2.7,3.7,1.0,3.0,3.3,1.0,2.3,4.0,4.0,4.0,3.7,3.7,3.3,3.0,2.7,3.0,2.0,4.0,60,2.97,AI Engineering
240137,Tania Susanto,2024,3.7,4.0,3.7,3.3,3.3,2.7,2.3,1.0,3.3,2.7,3.0,3.7,3.3,3.7,3.0,1.0,2.0,2.7,3.0,3.7,60,2.96,AI Engineering
240138,Tania Nasution,2024,3.0,3.7,3.0,3.7,2.0,2.0,1.0,3.3,2.3,3.3,2.7,2.0,2.0,2.3,3.0,3.0,2.3,2.0,4.0,4.0,60,2.73,Cyber Security
240139,Laila Ginting,2024,2.7,1.0,3.3,3.7,3.3,2.3,2.0,3.3,4.0,1.0,3.0,3.7,3.7,3.7,2.3,4.0,3.0,1.0,4.0,3.3,60,2.92,Cyber Security
240140,Farhan Hidayat,2024,3.0,3.0,1.0,4.0,3.0,2.0,4.0,3.7,3.0,2.0,2.7,3.7,3.3,3.0,2.7,2.3,2.3,3.3,3.7,2.0,60,2.88,RPL
240141,Dewi Tanjung,2024,2.7,3.3,2.7,3.0,3.0,1.0,3.0,3.7,2.3,2.0,1.0,3.7,3.3,3.0,3.3,2.0,3.0,3.0,3.3,2.7,60,2.75,RPL
240142,Vina Chaniago,2024,3.7,1.0,1.0,3.0,4.0,2.0,3.0,2.7,3.0,2.0,2.0,3.3,4.0,2.0,3.0,2.0,2.7,3.7,3.3,4.0,60,2.77,RPL
240143,Maya Pratama,2024,4.0,3.3,2.7,4.0,4.0,2.3,3.0,3.0,3.0,3.0,2.3,1.0,3.3,2.3,3.3,2.3,2.7,4.0,1.0,4.0,60,2.92,RPL
240144,Aris Simanjuntak,2024,3.0,3.0,3.0,3.7,2.3,2.0,2.7,3.7,2.0,4.0,3.3,3.3,3.0,3.7,2.3,3.0,1.0,3.7,1.0,1.0,60,2.73,Cyber Security
240145,Bambang Sembiring,2024,3.0,3.0,2.7,2.7,1.0,3.0,3.0,4.0,3.0,2.0,3.7,3.7,3.0,3.0,1.0,2.7,3.7,2.3,1.0,3.0,60,2.73,AI Engineering
240146,Gita Wulandari,2024,4.0,3.3,2.3,3.7,2.3,2.3,2.7,3.0,2.0,2.0,4.0,2.0,1.0,3.3,2.3,4.0,4.0,3.0,2.3,3.7,60,2.86,Cyber Security
240147,Dewi Kurniawan,2024,3.3,2.7,2.0,3.3,3.3,2.3,1.0,4.0,3.7,1.0,1.0,2.0,2.3,3.3,1.0,3.0,3.7,2.7,3.3,3.7,60,2.63,Cyber Security
240148,Farhan Nasution,2024,2.3,1.0,4.0,2.0,4.0,2.0,3.7,1.0,2.3,1.0,3.3,2.3,3.7,2.0,3.7,4.0,2.3,3.0,4.0,2.3,60,2.69,RPL
240149,Fajar Lubis,2024,3.3,3.3,1.0,4.0,1.0,2.0,4.0,3.7,3.7,2.0,1.0,3.3,1.0,2.7,1.0,4.0,1.0,4.0,2.0,3.0,60,2.55,Cyber Security
240150,Andi Sari,2024,3.3,3.0,2.7,3.3,3.0,2.3,2.0,3.7,2.7,4.0,4.0,3.7,3.3,4.0,3.3,4.0,1.0,2.3,3.3,3.0,60,3.09,Cyber Security
240151,Rosa Nasution,2024,2.7,3.7,2.3,2.7,3.3,3.0,3.0,4.0,3.7,3.3,2.7,3.3,3.3,3.3,3.0,4.0,2.3,3.3,3.3,2.3,60,3.12,RPL
240152,Nina Tanjung,2024,3.7,1.0,2.0,1.0,3.3,3.3,3.7,4.0,4.0,2.3,2.7,3.3,4.0,3.0,3.7,4.0,2.3,3.3,3.0,3.3,60,3.04,RPL
240153,Dewi Pohan,2024,4.0,2.0,3.3,3.0,1.0,3.0,3.0,3.0,3.3,2.7,2.7,3.7,1.0,2.7,3.0,3.7,2.7,2.3,2.7,1.0,60,2.69,Cyber Security
240154,Maya Santoso,2024,3.0,2.7,3.0,2.7,2.7,2.3,1.0,3.0,1.0,1.0,3.0,3.7,3.7,3.7,3.0,2.0,3.0,4.0,3.3,3.3,60,2.75,AI Engineering
240155,Nyoman Fitriani,2024,3.3,2.7,2.7,2.3,2.0,2.0,2.7,3.0,4.0,3.7,3.3,3.3,2.7,4.0,2.0,3.7,3.7,2.0,2.3,3.3,60,2.94,AI Engineering
240156,Putri Simanjuntak,2024,2.0,1.0,4.0,3.0,2.7,3.3,3.7,1.0,4.0,3.3,3.7,3.0,2.7,3.3,3.3,2.3,2.7,4.0,1.0,3.7,60,2.89,AI Engineering
240157,Eko Kurniawan,2024,3.0,4.0,4.0,3.7,2.0,3.7,2.7,3.3,3.7,3.0,1.0,1.0,2.0,2.0,1.0,3.3,2.3,3.0,1.0,2.0,60,2.58,Cyber Security
240158,Budi Sari,2024,2.0,3.0,3.0,2.7,3.7,3.7,3.0,3.7,4.0,1.0,3.0,1.0,3.7,2.3,4.0,2.0,1.0,3.3,2.0,4.0,60,2.8,RPL
240159,Laila Sembiring,2024,3.0,3.3,2.7,3.0,2.3,2.3,2.3,4.0,2.7,3.3,3.3,2.3,2.0,3.7,4.0,4.0,3.3,2.0,4.0,1.0,60,2.92,Cyber Security
240160,Fajar Barus,2024,3.7,3.7,2.0,3.7,2.0,2.3,3.3,2.0,4.0,2.7,4.0,3.0,2.7,3.7,1.0,2.0,1.0,4.0,4.0,3.3,60,2.91,AI Engineering
240161,Hana Al-Faris,2024,2.7,1.0,2.7,4.0,2.7,2.7,1.0,4.0,3.3,3.3,2.7,4.0,3.3,4.0,4.0,4.0,3.3,3.0,2.0,2.0,60,2.98,Cyber Security
240162,Dadan Situmorang,2024,2.0,3.3,3.0,3.0,2.3,3.3,2.7,3.3,3.3,2.7,2.7,3.3,3.0,2.7,3.7,4.0,4.0,2.7,3.3,3.3,60,3.08,Cyber Security
240163,Nyoman Sitepu,2024,4.0,2.3,2.3,4.0,3.3,1.0,3.7,3.7,2.7,3.7,3.0,3.3,1.0,1.0,3.0,3.0,2.3,3.3,1.0,2.7,60,2.71,Cyber Security
240164,Dadan Pasaribu,2024,3.0,1.0,3.0,3.7,3.7,4.0,4.0,4.0,3.0,2.7,3.0,3.3,3.0,4.0,3.3,3.0,2.3,3.0,1.0,2.3,60,3.01,RPL
240165,Ayu Fitriani,2024,3.3,1.0,3.0,2.0,3.0,1.0,3.3,2.3,3.3,2.7,1.0,3.7,3.7,2.7,2.0,3.3,3.3,3.3,1.0,3.7,60,2.63,RPL
240166,Tania Saputra,2024,2.3,4.0,1.0,2.0,3.3,1.0,1.0,2.0,3.3,2.7,3.0,4.0,3.7,3.0,3.3,3.3,1.0,2.7,2.0,3.3,60,2.59,AI Engineering
240167,Putri Utami,2024,3.0,3.3,1.0,3.7,2.3,2.0,3.0,3.7,1.0,2.3,3.7,1.0,2.3,1.0,2.7,3.0,2.7,2.7,3.0,3.3,60,2.54,Cyber Security
240168,Dewi Hasibuan,2024,2.3,2.7,2.3,3.7,2.3,3.3,3.3,3.0,2.3,3.3,3.3,3.3,4.0,4.0,3.0,3.0,3.0,3.3,2.3,3.7,60,3.07,Cyber Security
240169,Rizky Lubis,2024,1.0,3.0,2.0,1.0,2.7,2.3,2.0,1.0,3.3,3.0,3.7,3.7,2.3,3.0,3.0,3.7,3.3,1.0,3.3,4.0,60,2.61,AI Engineering
240170,Rizky Pratama,2024,3.7,2.7,2.3,3.3,3.3,2.3,2.3,3.7,2.3,3.3,3.0,3.7,3.7,3.3,2.7,3.3,2.7,2.0,3.7,3.7,60,3.05,Cyber Security
240171,Bambang Simanjuntak,2024,2.7,2.3,3.3,1.0,3.7,2.0,4.0,3.0,3.3,3.3,3.7,3.7,3.7,3.7,2.7,3.0,4.0,3.7,3.7,1.0,60,3.08,RPL
240172,Dedi Ramadhan,2024,3.0,3.3,2.0,2.3,4.0,3.3,3.0,3.7,4.0,2.3,1.0,2.7,3.0,3.3,4.0,2.7,2.3,4.0,3.7,2.3,60,3.0,RPL
240173,Dedi Harahap,2024,2.0,3.7,2.3,4.0,3.0,2.7,3.7,3.0,2.3,4.0,2.3,1.0,3.7,3.3,4.0,3.0,3.0,3.3,4.0,3.3,60,3.08,RPL
240174,Made Zulkarnain,2024,2.3,4.0,3.3,3.3,3.3,3.3,2.0,3.3,2.3,2.7,2.0,1.0,2.0,4.0,2.7,3.7,4.0,2.7,4.0,3.0,60,2.95,Cyber Security
240175,Gani Siregar,2024,2.3,2.0,2.7,3.7,2.7,1.0,1.0,4.0,3.0,2.0,3.0,3.7,2.7,2.3,3.7,3.7,2.0,2.3,3.0,2.3,60,2.65,Cyber Security
240176,Eko Utami,2024,3.3,4.0,2.3,2.7,3.3,3.0,3.7,2.0,4.0,2.3,1.0,4.0,3.7,1.0,3.3,3.3,3.7,3.3,4.0,2.0,60,3.0,RPL
240177,Putu Chaniago,2024,2.3,2.7,3.3,2.3,2.7,3.0,3.0,1.0,3.7,1.0,4.0,3.0,3.3,3.7,2.0,2.3,2.7,4.0,4.0,3.0,60,2.85,AI Engineering
240178,Bagas Utami,2024,4.0,1.0,4.0,3.3,3.3,3.3,4.0,3.3,4.0,3.7,4.0,1.0,4.0,1.0,3.0,3.7,2.0,3.0,3.7,3.0,60,3.12,RPL
240179,Putri Puspita,2024,3.7,3.7,2.3,2.3,4.0,2.0,3.0,3.0,2.3,2.0,3.7,2.3,3.3,3.0,1.0,3.3,4.0,3.3,1.0,4.0,60,2.86,RPL
240180,Lani Sembiring,2024,3.3,4.0,4.0,4.0,2.3,3.0,2.7,3.7,3.0,2.0,3.0,3.3,3.3,3.7,3.3,4.0,3.3,2.3,3.7,2.0,60,3.19,Cyber Security
240181,Eko Al-Faris,2024,2.7,2.3,3.3,3.3,4.0,3.0,3.3,3.0,2.0,3.7,3.7,3.3,2.7,2.3,4.0,3.3,3.0,3.7,2.7,3.7,60,3.15,Cyber Security
240182,Siska Ginting,2024,3.0,2.3,2.7,2.3,3.0,2.0,2.7,3.0,2.3,2.0,3.3,3.7,1.0,3.0,3.7,2.3,1.0,1.0,1.0,4.0,60,2.47,AI Engineering
240183,Nina Al-Faris,2024,3.3,2.3,1.0,3.3,3.3,2.3,2.7,2.0,4.0,4.0,3.7,3.3,2.3,3.0,1.0,3.0,2.7,4.0,3.0,3.0,60,2.86,AI Engineering
240184,Eko Aminah,2024,2.7,2.3,2.7,3.0,3.0,4.0,3.7,3.0,4.0,3.7,4.0,4.0,3.3,1.0,3.0,2.0,2.7,3.3,3.0,3.7,60,3.1,RPL
240185,Rina Utami,2024,2.0,1.0,3.0,2.7,3.3,3.7,3.7,2.3,2.7,4.0,4.0,4.0,2.3,3.0,4.0,3.7,2.0,3.0,1.0,3.7,60,2.96,AI Engineering
240186,Nyoman Hidayat,2024,2.3,3.3,2.0,3.0,2.0,1.0,3.7,3.0,1.0,4.0,3.7,2.0,3.3,2.0,4.0,3.3,3.3,3.3,3.3,3.0,60,2.82,Cyber Security
240187,Budi Lestari,2024,2.7,3.0,3.3,3.3,4.0,1.0,2.0,3.7,3.3,2.3,4.0,3.7,3.7,3.7,4.0,4.0,2.0,4.0,2.3,3.3,60,3.17,Cyber Security
240188,Rina Hasibuan,2024,2.3,4.0,2.7,3.3,2.7,1.0,2.0,3.7,4.0,2.3,3.3,3.7,3.3,2.3,1.0,4.0,2.7,3.7,3.0,2.7,60,2.89,Cyber Security
240189,Hana Sembiring,2024,3.0,2.3,3.7,2.0,3.3,3.0,2.3,3.7,2.0,3.7,3.0,3.0,1.0,4.0,3.3,3.3,2.0,2.3,2.3,3.3,60,2.82,AI Engineering
240190,Putu Sembiring,2024,4.0,1.0,4.0,1.0,3.3,2.0,2.3,1.0,4.0,1.0,3.7,3.3,2.7,4.0,4.0,4.0,2.3,3.7,4.0,3.0,60,2.92,AI Engineering
240191,Aris Wulandari,2024,2.3,2.7,3.7,3.0,3.0,1.0,3.3,4.0,3.0,2.0,3.3,2.0,2.7,3.0,4.0,3.7,1.0,3.3,2.3,1.0,60,2.71,Cyber Security
240192,Taufik Wijaya,2024,4.0,3.0,3.7,2.3,2.7,2.7,2.7,3.7,4.0,3.0,4.0,3.7,2.3,3.0,2.7,3.7,3.3,4.0,2.3,3.0,60,3.19,AI Engineering
240193,Bagas Sari,2024,2.3,4.0,3.7,4.0,4.0,2.3,1.0,2.3,2.3,1.0,3.3,3.0,3.3,4.0,1.0,4.0,4.0,3.0,2.0,3.0,60,2.88,AI Engineering
240194,Dewi Lubis,2024,3.7,4.0,4.0,2.3,3.3,3.0,4.0,2.0,2.0,2.3,4.0,3.7,3.7,2.7,3.0,4.0,4.0,3.0,2.0,1.0,60,3.09,RPL
240195,Eko Siregar,2024,3.0,2.7,3.3,4.0,2.7,3.3,4.0,3.0,2.3,4.0,3.0,4.0,2.7,2.7,4.0,3.7,2.3,3.3,2.7,3.3,60,3.2,Cyber Security
240196,Iwan Fitriani,2024,3.7,3.0,4.0,4.0,3.0,2.0,2.7,3.3,1.0,2.0,2.0,3.0,2.7,4.0,3.3,3.0,2.0,2.3,2.0,2.7,60,2.79,Cyber Security
240197,Made Lubis,2024,2.3,2.3,2.7,3.0,3.3,2.7,3.3,4.0,3.0,3.0,3.3,4.0,2.7,3.0,3.3,3.3,1.0,2.0,3.7,2.0,60,2.9,Cyber Security
240198,Hana Situmorang,2024,1.0,3.0,3.0,2.7,3.7,3.0,3.7,2.7,2.0,4.0,3.0,4.0,3.0,2.3,3.7,2.0,4.0,3.7,1.0,2.3,60,2.89,RPL
240199,Nyoman Puspita,2024,3.0,2.0,4.0,3.7,2.7,2.0,2.0,3.3,2.0,1.0,2.3,3.7,3.0,4.0,2.7,3.3,3.7,1.0,2.7,2.0,60,2.71,Cyber Security
240200,Putu Aminah,2024,2.0,1.0,3.7,2.7,3.0,2.3,4.0,3.0,2.0,2.0,1.0,3.0,3.3,2.3,4.0,3.3,2.0,4.0,2.7,4.0,60,2.76,RPL
250001,Laila Hardi,2025,4.0,2.3,2.7,3.7,4.0,3.3,4.0,3.3,3.7,3.0,3.0,4.0,3.7,2.0,2.0,3.7,2.0,4.0,2.0,2.0,60,3.12,Cyber Security
250002,Doni Kurniawan,2025,2.3,2.0,2.0,3.7,1.0,1.0,2.7,3.7,1.0,1.0,3.0,4.0,2.7,4.0,2.3,2.0,2.7,4.0,1.0,4.0,60,2.5,AI Engineering
250003,Putu Harahap,2025,3.0,4.0,4.0,3.3,1.0,3.0,3.0,3.0,3.3,4.0,3.7,2.7,4.0,1.0,2.7,3.3,3.7,3.3,3.7,2.3,60,3.1,Cyber Security
250004,Vina Ginting,2025,1.0,1.0,2.7,2.3,3.3,4.0,2.0,2.3,3.7,2.3,3.7,3.7,3.7,4.0,2.3,4.0,2.3,1.0,3.3,3.3,60,2.79,AI Engineering
250005,Siska Ramadhan,2025,3.0,2.0,2.0,3.7,3.7,2.7,3.7,3.7,2.0,3.3,3.0,2.3,4.0,4.0,3.7,3.0,3.3,3.0,2.7,4.0,60,3.14,RPL
250006,Fajar Hasibuan,2025,2.0,4.0,2.0,3.0,2.7,2.3,2.7,4.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,2.7,2.7,4.0,2.7,60,2.84,Cyber Security
250007,Ayu Kurniawan,2025,2.0,3.0,2.3,3.7,3.0,3.7,3.0,3.3,4.0,3.0,3.0,3.3,2.7,1.0,2.0,4.0,2.0,3.3,3.0,2.7,60,2.9,Cyber Security
250008,Nina Rahayu,2025,2.3,3.0,2.7,4.0,3.7,2.3,4.0,2.7,3.0,2.0,4.0,2.0,3.7,3.3,2.0,3.3,4.0,3.7,2.7,2.0,60,3.02,RPL
250009,Doni Sembiring,2025,2.3,4.0,3.7,3.7,2.0,2.3,2.0,3.3,2.3,2.3,2.3,3.3,3.7,2.3,2.0,4.0,3.7,2.3,4.0,1.0,60,2.83,Cyber Security
250010,Nina Kurniawan,2025,3.7,3.0,3.3,1.0,2.3,2.7,2.7,3.3,3.3,4.0,3.7,3.3,1.0,3.0,4.0,2.3,3.0,1.0,2.3,3.0,60,2.79,AI Engineering
250011,Ayu Ginting,2025,1.0,3.3,2.0,4.0,3.0,3.0,2.3,2.3,3.0,2.3,3.3,3.3,2.3,3.0,3.7,3.3,3.0,2.0,3.3,3.3,60,2.83,AI Engineering
250012,Vina Situmorang,2025,3.0,3.7,3.0,4.0,3.3,3.7,4.0,3.0,2.0,4.0,3.7,3.0,3.3,4.0,4.0,3.7,4.0,2.7,4.0,3.3,60,3.47,AI Engineering
250013,Siti Rahayu,2025,3.7,2.0,3.0,2.0,1.0,2.7,2.7,3.3,4.0,3.0,3.0,3.0,2.3,3.7,2.7,2.3,2.0,3.3,3.3,3.0,60,2.8,AI Engineering
250014,Siska Mahendra,2025,2.7,3.0,3.7,2.3,2.3,3.3,1.0,3.0,2.7,2.3,3.3,3.3,2.7,4.0,3.0,3.7,3.3,3.7,2.0,3.3,60,2.93,AI Engineering
250015,Joko Siahaan,2025,3.0,2.3,1.0,4.0,2.7,1.0,3.7,4.0,3.0,3.7,4.0,4.0,2.0,3.7,4.0,4.0,2.0,3.0,3.3,3.0,60,3.07,AI Engineering
250016,Gita Pratama,2025,4.0,2.3,2.7,3.3,3.7,3.3,3.7,4.0,4.0,2.0,4.0,2.0,3.7,3.3,3.7,2.3,4.0,4.0,2.7,1.0,60,3.19,RPL
250017,Farhan Aminah,2025,3.7,3.7,3.3,3.0,2.3,3.3,2.3,3.7,2.3,3.7,1.0,2.7,3.0,4.0,3.7,3.7,2.3,3.0,3.7,3.7,60,3.11,Cyber Security
250018,Bagas Simanjuntak,2025,2.0,4.0,3.7,4.0,2.7,3.7,3.3,4.0,3.7,3.7,4.0,3.7,3.3,3.7,4.0,3.0,4.0,2.3,2.7,2.7,60,3.41,Cyber Security
250019,Putri Utami,2025,3.0,3.3,4.0,2.7,3.7,2.3,2.7,2.0,2.0,2.3,3.3,3.0,3.3,3.0,1.0,3.3,3.3,1.0,1.0,3.0,60,2.66,AI Engineering
250020,Joko Siregar,2025,3.7,4.0,3.3,3.7,2.0,3.7,1.0,3.3,3.0,2.0,4.0,3.3,1.0,4.0,1.0,2.0,3.7,2.0,2.3,4.0,60,2.85,AI Engineering
250021,Vina Rahayu,2025,1.0,2.7,2.7,3.3,2.3,3.0,1.0,3.7,2.7,2.0,2.7,2.0,4.0,3.0,1.0,3.0,2.3,3.7,2.7,2.3,60,2.55,Cyber Security
250022,Made Pasaribu,2025,2.3,3.7,1.0,3.7,2.3,4.0,3.7,3.0,2.3,1.0,3.0,2.7,2.7,3.3,3.0,3.0,3.0,1.0,3.7,2.7,60,2.76,Cyber Security
250023,Indah Mahendra,2025,1.0,2.7,2.7,2.3,4.0,3.7,2.0,3.7,1.0,4.0,4.0,3.0,3.7,3.0,2.3,4.0,2.7,3.3,3.7,3.0,60,2.99,AI Engineering
250024,Indah Simanjuntak,2025,2.0,3.3,2.0,4.0,1.0,2.7,3.7,3.0,2.3,2.3,1.0,3.0,3.7,3.0,4.0,3.7,4.0,3.7,4.0,3.3,60,2.99,Cyber Security
250025,Doni Hasibuan,2025,2.7,2.7,3.0,3.7,3.3,3.7,2.0,3.3,1.0,4.0,1.0,3.3,2.3,3.7,2.7,3.0,3.7,2.0,1.0,2.7,60,2.74,Cyber Security
250026,Lani Manurung,2025,1.0,1.0,3.0,3.0,2.0,2.7,1.0,3.3,1.0,2.0,1.0,3.7,3.7,2.3,1.0,3.0,3.0,2.0,1.0,1.0,60,2.08,Cyber Security
250027,Lani Puspita,2025,3.7,3.7,3.3,3.7,2.3,2.3,2.3,3.3,3.3,3.0,3.0,3.3,2.7,3.0,1.0,3.0,2.3,2.3,3.7,4.0,60,2.96,AI Engineering
250028,Joko Susanto,2025,3.3,2.0,3.3,2.3,2.7,3.0,2.7,3.3,3.3,2.3,3.3,3.3,3.0,3.7,1.0,3.3,1.0,3.7,3.7,4.0,60,2.91,AI Engineering
250029,Andi Sembiring,2025,2.3,1.0,3.3,3.3,3.0,3.3,4.0,2.3,2.3,3.7,2.3,3.7,4.0,2.0,2.0,3.3,3.3,3.0,3.7,3.3,60,2.95,RPL
250030,Siska Hasibuan,2025,2.3,2.0,2.3,3.7,3.0,4.0,3.0,4.0,4.0,2.7,2.3,1.0,3.7,3.0,1.0,3.3,3.3,3.3,3.0,3.3,60,2.91,RPL
250031,Bagas Zulkarnain,2025,3.7,4.0,2.0,3.7,2.7,4.0,3.7,3.7,4.0,2.3,3.3,3.3,3.7,2.7,3.7,3.3,1.0,2.3,3.3,3.3,60,3.18,Cyber Security
250032,Ayu Manurung,2025,2.0,2.7,1.0,3.0,4.0,4.0,3.0,2.7,1.0,3.3,4.0,3.7,2.0,3.7,1.0,3.3,3.0,3.3,1.0,3.7,60,2.77,AI Engineering
250033,Farhan Santoso,2025,2.0,3.7,3.0,4.0,3.3,2.7,3.0,1.0,3.3,4.0,4.0,3.0,4.0,1.0,2.3,1.0,3.0,3.0,1.0,3.0,60,2.76,RPL
250034,Putu Kurniawan,2025,3.3,4.0,4.0,2.7,3.0,2.3,3.7,3.3,1.0,2.0,2.0,1.0,3.3,1.0,2.3,2.0,3.3,3.0,3.7,4.0,60,2.74,RPL
250035,Siti Lubis,2025,3.3,2.7,1.0,3.3,1.0,3.7,1.0,3.3,4.0,3.7,4.0,2.0,3.7,3.0,3.7,3.7,2.3,2.3,2.7,3.0,60,2.87,Cyber Security
250036,Dewi Simanjuntak,2025,1.0,1.0,2.7,3.7,2.7,2.3,3.7,4.0,3.3,1.0,4.0,3.0,2.3,4.0,2.0,3.7,4.0,2.3,3.7,2.0,60,2.82,Cyber Security
250037,Dedi Sitepu,2025,2.7,3.7,2.0,2.7,3.3,4.0,2.0,3.3,1.0,2.3,3.7,4.0,2.7,4.0,2.0,2.3,1.0,4.0,2.7,3.0,60,2.82,AI Engineering
250038,Aris Harahap,2025,3.0,4.0,1.0,3.7,3.0,1.0,2.3,3.3,4.0,2.3,2.3,2.0,3.3,1.0,4.0,4.0,3.3,2.7,4.0,3.0,60,2.86,Cyber Security
